,"Gamla stan (tunnelbanestation)",
,"Gamla stan",
,"Stadsplanering i Gamla stan",
,"Lista över kvarter i Gamla stan",
,"Maria-Gamla stans stadsdelsområde",
,"Gator och torg i Gamla stan",
,"Gamla stan, Dubrovnik",
,"Gamla stan, Motala",
,"Gamla stan, Kalmar",
,"Gamle stan",
,"Möt mig i Gamla stan",
,"Gamla stan (film)",
,"Gamla Stan (musikgrupp)",
,"Gamla staden",
,"Munkbrohamnen",
,"Teatern i Gamla stan",
,"Gamla riksdagshuset",
,"Gamla stan, Falkenberg",
,"Lista över offentlig konst i Gamla stan i Stockholm",
,"Melodin från Gamla Stan",
,"Apoteket Kronan (Gamla stan)",
,"Sammanbindningsbanan",
,"Väst på stan",
,"Öst på stan",
,"Sankt Göran och draken, Gamla stan",
,"Gamla Stockholm",
,"Hebbes bro",
,"Kvarteret Cepheus",
,"Gamla Stockholm (kulisstad)",
,"Röda stan",
,"Stans",
,"Sammanbindningsbanan (järnväg)",
,"Mälartorget",
,"Munkbrogatan",
,"Kvarteret Pan",
,"Från utställningsområdet "Gamla Stockholm" (film)",
,"Gamla Norrbro",
,"Kvarteret Diana",
,"Kvarteret Cephalus",
,"Vera Siöcrona",
,"Stan",
,"Gamla Jernkontoret",
,"Kvarteret Cassiopea",
,"Slagsmål i Gamla Stockholm",
,"Kvarteret Rådstugan",
,"Stana",
,"Kvarteret Castor",
,"Gustav Fredrik Norling",
,"Kvarteret Python",
,"Kanslihuset",
