0,Gamla stan (tunnelbanestation),3.0
1,Lista över kvarter i Gamla stan,1.0
2,Gamla stan,3.0
3,Stadsplanering i Gamla stan,2.0
4,Gator och torg i Gamla stan,1.0
5,"Gamla stan, Kalmar",0.0
6,"Gamla stan, Motala",0.0
7,Munkbrohamnen,1.0
8,Maria-Gamla stans stadsdelsområde,2.0
9,"Gamla stan, Dubrovnik",0.0
10,Möt mig i Gamla stan,0.0
11,Gamle stan,0.0
12,Gamla stan (film),0.0
13,Gamla Stan (musikgrupp),0.0
14,Gamla staden,0.0
15,Teatern i Gamla stan,0.0
16,"Gamla stan, Falkenberg",0.0
17,Melodin från Gamla Stan,0.0
18,Hebbes bro,1.0
19,Lista över offentlig konst i Gamla stan i Stockholm,1.0
20,Väst på stan,0.0
21,Apoteket Kronan (Gamla stan),2.0
22,"Sankt Göran och draken, Gamla stan",0.0
23,Öst på stan,0.0
24,Gamla Stockholm,0.0
25,Munkbrogatan,1.0
26,Kvarteret Cepheus,1.0
27,Stans,0.0
28,Kvarteret Rådstugan,1.0
29,Kvarteret Diana,1.0
30,Röda stan,0.0
31,Mälartorget,1.0
32,Kvarteret Cassiopea,1.0
33,Stan,0.0
34,Kvarteret Eurydice,1.0
35,Kvarteret Pan,1.0
36,Kvarteret Galatea,1.0
37,Stana,0.0
38,Kvarteret Milon,1.0
39,Kvarteret Cephalus,1.0
40,Vera Siöcrona,0.0
41,Gamla riksdagshuset,0.0
42,Gamla Stockholm (kulisstad),0.0
43,Kvarteret Iphigenia,1.0
44,Kvarteret Castor,1.0
45,Kvarteret Python,1.0
46,"Från utställningsområdet ""Gamla Stockholm"" (film)",0.0
47,Kvarteret Argus,1.0
48,Kvarteret Ganymedes,1.0
49,Kvarteret Æolus,1.0
