0,3515959,Från slott till slott,0
1,2756,Slott,2
2,1533719,Karl Fredrik Slotte,0
3,8147832,Slotte,0
4,50857,Slotts,0
5,1435004,Kokkedals slott,1
6,140790,Himeji slott,3
7,406697,Jægersborgs slott,1
8,2779654,Bojnice slott,1
9,133045,Charlottenburgs slott,1
10,7622469,Tallinns slott,1
11,3444125,Nagoya slott,3
12,64058,Åbo slott,1
13,453890,Christiansborgs slott,1
14,6287044,Holzheims slott,1
15,1050273,Bratislava slott,1
16,62429,Örby slott,1
17,4865174,Bergedorf slott,1
18,930323,Matsue slott,3
19,1484472,Kapetanovo slott,1
20,1718010,Kalundborgs slott,1
21,533955,Thorskogs slott,1
22,1031685,Hornsbergs slott,1
23,339486,Lista över slott i Norge,1
24,1034409,Birger Slotte,0
25,183879,Charlottenlunds slott,1
26,2757,Gävle slott,1
27,5058003,Bergs slott,1
28,184015,Vannaröds slott,1
29,1471076,Gråstens slott,1
30,8258768,Peter Slotte,0
31,813114,Villnäs slott,0
32,3721,Kina slott,0
33,529360,Oslo slott,1
34,1189286,Alexander Slotte,0
35,183897,Hovdala slott,1
36,177738,Frederiksborgs slott,1
37,7999296,Zveçans slott,1
38,227165,Stjärnorps slott,1
39,184016,Viderups slott,1
40,410403,Näsby slott,0
41,35209,Warszawas slott,1
42,1538329,Hägerstads slott,1
43,2609,Strömsholms slott,1
44,1474880,Hirschholms slott,1
45,4976810,Edsby slott,1
46,536173,Marselisborgs slott,0
47,2839129,Eutins slott,1
48,1708632,Tuna slott,1
49,4896808,Slott i Sverige,1
