0,1163284,Stockholms flygplats,1.0
1,523,Flygplats,2.0
2,1163400,Göteborgs flygplats,1.0
3,1167896,Mehrabads flygplats,1.0
4,8026000,Varnas flygplats,1.0
5,1213696,Kajana flygplats,1.0
6,1087794,Militär flygplats,1.0
7,6821582,Aktions flygplats,1.0
8,1082427,Bardufoss flygplats,1.0
9,6822136,Kasos flygplats,1.0
10,6386106,Sønderborgs flygplats,1.0
11,6822133,Ioánninas flygplats,1.0
12,6821540,Kastorias flygplats,1.0
13,6821571,Kozanis flygplats,1.0
14,3976176,Gostomel flygplats,1.0
15,6821641,Milos flygplats,1.0
16,5882510,Luganos flygplats,1.0
17,6823460,Kalymnos flygplats,1.0
18,6395286,Kampots flygplats,1.0
19,7569738,Gjögurs flygplats,1.0
20,1086546,Regional flygplats,2.0
21,1037724,Lanzarotes flygplats,1.0
22,5587130,Djougou flygplats,1.0
23,969807,Gjakovas flygplats,1.0
24,1243367,Teneriffa flygplats,1.0
25,4866969,Osijeks flygplats,1.0
26,6821532,Chios flygplats,1.0
27,505158,Bykovos flygplats,1.0
28,1876905,Esbjergs flygplats,1.0
29,1092579,Antalyas flygplats,1.0
30,5894200,Samedans flygplats,1.0
31,5560657,Lièges flygplats,1.0
32,6821587,Araxos flygplats,1.0
33,7569711,Vopnafjörðurs flygplats,1.0
34,7569744,Sauðárkrókurs flygplats,1.0
35,1086491,Mehamns flygplats,1.0
36,478472,Rovaniemi flygplats,1.0
37,5894469,Ambrìs flygplats,1.0
38,414901,Narsarsuaq flygplats,1.0
39,1124280,Kuopio flygplats,1.0
40,1382794,Varkaus flygplats,
41,1206019,Ivalos flygplats,1.0
42,7569774,Búðardalurs flygplats,
43,6386115,Staunings flygplats,
44,6821601,Syros flygplats,1.0
45,6588338,Asturiens flygplats,
46,7569771,Bakkafjörðurs flygplats,
47,1243374,Menorcas flygplats,
48,6821579,Naxos flygplats,
49,6822138,Astypalaias flygplats,1.0
