,flygplats,slott,tempel
"0.9",0.924969494211092,0.932742439152718,0.882421141784673
"0.7",0.912568289008102,0.863886064460293,0.773338850371577
"0.3",0.66974645527611,0.490425396737507,0.304050421783096
"0.1",0.396026669412526,0.320758384322259,0.230691638942791
