0,Breaking News med Filip och Fredrik,3.0
1,Filip och Fredrik,3.0
2,Vem kan slå Filip och Fredrik,3.0
3,Alla mot alla med Filip och Fredrik,3.0
4,Söndagsparty med Filip & Fredrik,3.0
5,Filip Hammar,2.0
6,Fredrik Wikingsson,2.0
7,Anders Adali,1.0
8,Lista över avsnitt av Vem kan slå Filip och Fredrik,3.0
9,Filip och Fredriks podcast,3.0
10,The Filip and Fredrik podcast,3.0
11,Filip Vilhelm av Brandenburg-Schwedt,0.0
12,Jesper Eneroth,0.0
13,High Chaparall,3.0
14,Lite sällskap,3.0
15,Kristoffer Triumf,1.0
16,Filip av Schwaben,0.0
17,Racet till Vita huset,2.0
18,Fredrik Hammar,0.0
19,Filip Hronek,0.0
20,Filip Chytil,0.0
21,Filip Chlapík,0.0
22,Jorden runt på 6 steg,3.0
23,Fredrik Hierta,0.0
24,Filip Pivkovski,0.0
25,Ska vi göra slut?,3.0
26,Filip,0.0
27,Filip Eriksson,0.0
28,Filip Dagerstål,0.0
29,Filip Rogic,0.0
30,Filip I,0.0
31,Filip Berg,0.0
32,La Bamba (TV-program),3.0
33,Tora Rydelius,0.0
34,Filip Korkes,0.0
35,Nexiko,3.0
36,Boston Tea Party (TV-program),3.0
37,Filip Benković,0.0
38,Filip Benko,0.0
39,Filip VI,0.0
40,Nugammalt,2.0
41,Filipa Azevedo,0.0
42,Filip den uppriktige av Pfalz,0.0
43,Edwin Johnsson,1.0
44,Kristallen 2012,2.0
45,Fredrik af Trampe,0.0
46,Filip Forsberg,0.0
47,Filip Kostić,0.0
48,Filip Stiller,0.0
49,Fredrik Ludvig av Schleswig-Holstein-Sonderburg-Beck,0.0
