0,Breaking News med Filip och Fredrik,3.0
1,Filip och Fredrik,3.0
2,High Chaparall,3.0
3,Alla mot alla med Filip och Fredrik,3.0
4,Vem kan slå Filip och Fredrik,3.0
5,Filip Hammar,2.0
6,Söndagsparty med Filip & Fredrik,3.0
7,Fredrik Wikingsson,2.0
8,Lista över avsnitt av Vem kan slå Filip och Fredrik,3.0
9,Anders Adali,1.0
10,The Filip and Fredrik podcast,3.0
11,Filip och Fredriks podcast,3.0
12,Filip Vilhelm av Brandenburg-Schwedt,0.0
13,Lite sällskap,3.0
14,100 höjdare (säsong 1),3.0
15,Ska vi göra slut?,3.0
16,La Bamba (TV-program),3.0
17,Fredrik Hammar,0.0
18,Jorden runt på 6 steg,3.0
19,Filip av Schwaben,0.0
20,Racet till Vita huset,2.0
21,Boston Tea Party (TV-program),3.0
22,Filip Berg,0.0
23,Nugammalt,2.0
24,Filip,0.0
25,Niclas Crammer,0.0
26,Fredrik Hierta,0.0
27,Öppna dagar,2.0
28,Kristoffer Triumf,1.0
29,Filip I,0.0
30,Nexiko,3.0
31,Filip Hronek,0.0
32,Filip Chytil,0.0
33,Fredrik af Trampe,0.0
34,Filip Chlapík,0.0
35,Filip Rogic,0.0
36,Filip Pivkovski,0.0
37,Edwin Johnsson,1.0
38,Filip Eriksson,0.0
39,Ursäkta röran (vi bygger om),3.0
40,Filip Benko,0.0
41,Filip VI,0.0
42,Filip Dagerstål,0.0
43,Filip den uppriktige av Pfalz,0.0
44,Jesper Eneroth,0.0
45,Filip Benković,0.0
46,Filip Forsberg,0.0
47,Hissen,2.0
48,Filip Korkes,0.0
49,Filip Stiller,0.0
