0,150483,Kansais internationella flygplats
1,1163284,Stockholms flygplats
2,523,Flygplats
3,1163400,Göteborgs flygplats
4,1167896,Mehrabads flygplats
5,8026000,Varnas flygplats
6,6822136,Kasos flygplats
7,6822133,Ioánninas flygplats
8,6821540,Kastorias flygplats
9,6821571,Kozanis flygplats
10,6821641,Milos flygplats
11,6823460,Kalymnos flygplats
12,1213696,Kajana flygplats
13,6821582,Aktions flygplats
14,1087794,Militär flygplats
15,6821532,Chios flygplats
16,6386106,Sønderborgs flygplats
17,1082427,Bardufoss flygplats
18,6821601,Syros flygplats
19,3976176,Gostomel flygplats
20,5882510,Luganos flygplats
21,6822138,Astypalaias flygplats
22,7569738,Gjögurs flygplats
23,1086546,Regional flygplats
24,6395286,Kampots flygplats
25,414901,Narsarsuaq flygplats
26,6822142,Skyros flygplats
27,6821543,Kytheras flygplats
28,1037724,Lanzarotes flygplats
29,969807,Gjakovas flygplats
30,4866969,Osijeks flygplats
31,5587130,Djougou flygplats
32,6821587,Araxos flygplats
33,6822128,Agrínios flygplats
34,478472,Rovaniemi flygplats
35,1876905,Esbjergs flygplats
36,1243367,Teneriffa flygplats
37,5894200,Samedans flygplats
38,6821523,Alexandroupolis flygplats
39,5560657,Lièges flygplats
40,505158,Bykovos flygplats
41,1124280,Kuopio flygplats
42,7569711,Vopnafjörðurs flygplats
43,7569744,Sauðárkrókurs flygplats
44,6822141,Sitia flygplats
45,1092579,Antalyas flygplats
46,5894469,Ambrìs flygplats
47,6824171,Alexándreias flygplats
48,1086491,Mehamns flygplats
49,1206019,Ivalos flygplats
