0,140790,Himeji slott,3
1,3515959,Från slott till slott,0
2,2756,Slott,2
3,3444125,Nagoya slott,3
4,8147832,Slotte,0
5,1533719,Karl Fredrik Slotte,0
6,50857,Slotts,0
7,930323,Matsue slott,3
8,133045,Charlottenburgs slott,1
9,1435004,Kokkedals slott,1
10,64058,Åbo slott,1
11,406697,Jægersborgs slott,1
12,2779654,Bojnice slott,1
13,7622469,Tallinns slott,1
14,453890,Christiansborgs slott,1
15,62429,Örby slott,1
16,6287044,Holzheims slott,1
17,1050273,Bratislava slott,1
18,4865174,Bergedorf slott,1
19,533955,Thorskogs slott,1
20,1718010,Kalundborgs slott,1
21,1484472,Kapetanovo slott,1
22,1031685,Hornsbergs slott,1
23,339486,Lista över slott i Norge,1
24,1034409,Birger Slotte,0
25,177738,Frederiksborgs slott,1
26,183879,Charlottenlunds slott,1
27,2757,Gävle slott,1
28,5058003,Bergs slott,1
29,184015,Vannaröds slott,1
30,3721,Kina slott,0
31,1471076,Gråstens slott,1
32,2609,Strömsholms slott,1
33,183897,Hovdala slott,1
34,1189286,Alexander Slotte,0
35,8258768,Peter Slotte,0
36,813114,Villnäs slott,0
37,184016,Viderups slott,1
38,529360,Oslo slott,1
39,227165,Stjärnorps slott,1
40,7999296,Zveçans slott,1
41,410403,Näsby slott,0
42,1538329,Hägerstads slott,1
43,35209,Warszawas slott,1
44,4976810,Edsby slott,1
45,536173,Marselisborgs slott,0
46,2839129,Eutins slott,1
47,1474880,Hirschholms slott,1
48,1708632,Tuna slott,1
49,2481756,Babelsbergs slott,1
